4080,신흥,11750.0,1128.0,35.39,1.3,1.7,52,0.03,"1,192.90"
7310,오뚜기,859000.0,29550.0,21.77,2.53,0.8,49.5,17.4,"6,680.80"
150,두산,108000.0,20734.0,56.57,0.97,4.8,278.4,8.34,"1,929.00"
